id,zugid,zugverkehrstyp,zugtyp,zugowner,zugklasse,zugnummer,zugnummerfull,linie,evanr,arzeitsoll,arzeitist,dpzeitsoll,dpzeitist,gleissoll,gleisist,datum,streckengeplanthash,streckenchangedhash,zugstatus
50176533,6540630339462160492-1803120825-1,N,p,801518,RB,38824,RB38824,2,8000191,,,8:25:00,8:26:00,3,2,2018-03-12,985e23fd,e2311868,n
50176534,1584393779440277922-1803120602-34,S,p,801539,S,38325,S38325,3,8000191,8:11:00,8:17:00,,,7,7,2018-03-12,f905882d,e2311868,n
50176535,732071843326766437-1803120459-16,F,p,80,IC,2273,IC2273,,8000191,8:50:00,8:57:00,,,6,6,2018-03-12,7d774838,e2311868,n
50176536,-4406027461844110611-1803120718-19,N,p,801566,RB,12405,RB12405,51,8000191,8:27:00,8:28:00,,,1,1,2018-03-12,2cea2d32,e2311868,n
50208257,-8936153795531521852-1803120851-6,S,p,A6S31,S,85046,S85046,31,8000191,9:12:00,9:12:00,,,9,9,2018-03-12,64ef9a07,e2311868,n
50208258,598229280370137366-1803120806-20,N,p,801591,RB,12441,RB12441,51,8000191,9:27:00,9:28:00,,,1,1,2018-03-12,81327c3a,e2311868,n
50208259,7101730598981576327-1803120950-1,S,p,A6S32,S,85051,S85051,32,8000191,,,9:50:00,9:50:00,13,13,2018-03-12,f2d9805e,e2311868,n
50208260,-1430852389260764938-1803120900-6,N,p,800619,IRE,19030,IRE19030,,8000191,9:53:00,9:55:00,,,10,10,2018-03-12,b36a8f2d,e2311868,n
50208262,8877134481212521389-1803120419-13,F,p,80,ICE,275,ICE275,,8000191,9:58:00,9:58:00,10:00:00,10:00:00,2,2,2018-03-12,26ffdc1c,e2311868,n
50208263,7647984459342534545-1803120906-1,N,p,801591,RE,12012,RE12012,6,8000191,,,9:06:00,9:06:00,1,1,2018-03-12,9d7ae501,e2311868,n
50208264,3538447596943178203-1803120906-1,F,p,80,IC,2065,IC2065,,8000191,,,9:06:00,9:09:00,10,10,2018-03-12,42ca1e43,e2311868,n
50208265,-1164230700597445784-1803120749-25,S,p,801539,S,38379,S38379,3,8000191,9:36:00,9:40:00,,,5,5,2018-03-12,71145287,e2311868,n
50208266,2025706722237645507-1803120751-28,S,p,A6S4,S,85300,S85300,4,8000191,9:40:00,9:45:00,,,11,11,2018-03-12,191b7e00,e2311868,n
50208268,8125744160580919359-1803120823-13,S,p,A6S81,S,85191,S85191,81,8000191,9:49:00,9:50:00,,,9,9,2018-03-12,b75366a6,e2311868,n
50208269,6009448650209839774-1803120643-10,F,p,80,IC,2266,IC2266,,8000191,9:53:00,10:00:00,,,5,8,2018-03-12,26471473,e2311868,n
50208270,-3308880572409058960-1803120808-26,S,p,A6S81,S,85047,S85047,81,8000191,9:15:00,9:15:00,,,14,14,2018-03-12,f2a5ab7b,e2311868,n
50208271,8842811786533492150-1803120909-6,N,p,801591,RE,12017,RE12017,6,8000191,9:54:00,9:59:00,,,102,102,2018-03-12,941735b1,e2311868,n
50208272,8457516456414739790-1803120910-1,S,p,A6S31,S,85045,S85045,31,8000191,,,9:10:00,9:12:00,13,13,2018-03-12,c9923909,e2311868,n
50208273,-5027677489128283880-1803120837-13,N,p,801518,RB,38827,RB38827,2,8000191,9:32:00,9:38:00,,,2,2,2018-03-12,f2329988,e2311868,n
50208274,-114138513036668206-1803120640-3,F,p,87,ICE,9571,ICE9571,,8000191,9:08:00,9:15:00,9:11:00,9:19:00,3,3,2018-03-12,bb38db84,e2311868,n
50208275,-1823494891985740898-1803120909-1,N,p,800647,RE,4719,RE4719,,8000191,,,9:09:00,9:09:00,14,14,2018-03-12,7df26855,e2311868,n
50208276,8863321326480173272-1803120840-18,S,p,A6S32,S,85048,S85048,32,8000191,9:28:00,9:28:00,,,9,9,2018-03-12,356993ad,e2311868,n
50208277,-4581253566781454287-1803120720-3,F,p,87,TGV,9561,TGV9561,,8000191,9:52:00,9:55:00,9:55:00,9:56:00,3,3,2018-03-12,ced0a11b,e2311868,n
50208278,-5352273835491635895-1803120801-3,,p,80TRI,ECE,151,ECE151,,8000191,9:08:00,9:10:00,9:10:00,9:14:00,2,2,2018-03-12,64c7588e,e2311868,n
50208279,445704191116652172-1803120928-1,S,p,801539,S,38326,S38326,3,8000191,,,9:28:00,9:28:00,8,8,2018-03-12,dfe22a27,e2311868,n
50208280,5737891863628718438-1803120623-5,F,p,80,TGV,9576,TGV9576,,8000191,9:30:00,9:31:00,9:32:00,9:35:00,6,6,2018-03-12,eeb77abe,e2311868,n
50208281,-4836057954011978827-1803120913-1,S,p,A6S81,S,85046,S85046,81,8000191,,,9:13:00,9:13:00,9,9,2018-03-12,5ffd0201,e2311868,n
50208282,-4594919991953702535-1803120919-1,N,p,800619,RE,19527,RE19527,,8000191,,,9:19:00,9:19:00,11,11,2018-03-12,916b4365,e2311868,n
50208283,453952815272691687-1803120903-16,S,p,A6S31,S,85050,S85050,31,8000191,9:48:00,9:49:00,,,5,6,2018-03-12,c00c7257,e2311868,n
50208284,-5963152779556178349-1803120855-4,S,p,A6S5,S,85004,S85004,5,8000191,9:21:00,9:22:00,,,7,7,2018-03-12,4e1aa24c,e2311868,n
50208285,8054547070521763430-1803120600-12,F,p,85,ICE,372,ICE372,,8000191,9:58:00,10:00:00,10:00:00,10:03:00,3,3,2018-03-12,a74b0804,e2311868,n
50208286,-8910962796383656453-1803120924-7,S,p,A6S81,S,85051,S85051,81,8000191,9:46:00,9:48:00,,,13,14,2018-03-12,a2955bfd,e2311868,n
50208287,-6463454402910529958-1803120925-1,N,p,801518,RB,38828,RB38828,2,8000191,,,9:25:00,9:26:00,3,3,2018-03-12,985e23fd,e2311868,n
50208288,-7357241754404858444-1803120905-1,F,p,80,IC,2374,IC2374,,8000191,,,9:05:00,9:08:00,7,7,2018-03-12,455b3476,e2311868,n
50208289,-1507596796766428499-1803120813-10,N,p,800640,RE,4473,RE4473,4,8000191,9:52:00,9:55:00,,,1,1,2018-03-12,d37c0e1b,e2311868,n
50208290,-8989009020039060342-1803120640-24,N,p,800647,RE,4708,RE4708,,8000191,9:49:00,9:51:00,,,7,7,2018-03-12,154aeb88,e2311868,n
50208291,-8409812995695484863-1803120933-1,N,p,801591,RB,12442,RB12442,51,8000191,,,9:33:00,9:33:00,1,1,2018-03-12,7329eec3,e2311868,n
50237147,2212870370070551367-1803120849-25,S,p,801539,S,38333,S38333,3,8000191,10:32:00,10:32:00,,,6,6,2018-03-12,71145287,e2311868,n
50237148,-1643869275189274436-1803120920-18,S,p,A6S32,S,85176,S85176,32,8000191,10:11:00,10:13:00,,,6,6,2018-03-12,356993ad,e2311868,n
50237149,-7171281623777296499-1803121050-1,S,p,A6S32,S,85521,S85521,32,8000191,,,10:50:00,10:50:00,8,8,2018-03-12,f2d9805e,e2311868,n
50237150,8086120211227592535-1803121028-1,S,p,801539,S,38328,S38328,3,8000191,,,10:28:00,10:28:00,10,10,2018-03-12,dfe22a27,e2311868,n
50237151,1504705759669347916-1803121010-1,S,p,A6S31,S,85049,S85049,31,8000191,,,10:10:00,10:10:00,11,11,2018-03-12,c9923909,e2311868,n
50237152,5523309501081124407-1803120739-11,F,p,80,IC,2162,IC2162,,8000191,10:53:00,10:54:00,,,9,9,2018-03-12,c6c4cb97,e2311868,n
50237153,2507294090725278391-1803121025-1,N,p,801518,RB,38832,RB38832,2,8000191,,,10:25:00,10:26:00,3,3,2018-03-12,985e23fd,e2311868,n
50237154,3111310063298862757-1803120735-22,N,p,800647,RE,4710,RE4710,,8000191,10:49:00,10:54:00,,,12,12,2018-03-12,af92f755,e2311868,n
50237155,-1810961569118299205-1803120800-6,F,p,85,ICE,76,ICE76,,8000191,10:49:00,10:52:00,10:51:00,10:54:00,3,3,2018-03-12,96d1371f,e2311868,n
50237156,3424634947591712361-1803121033-1,N,p,801566,RB,12408,RB12408,51,8000191,,,10:33:00,10:33:00,1,1,2018-03-12,7329eec3,e2311868,n
50237158,-1281310485800898696-1803121013-1,S,p,A6S81,S,85176,S85176,81,8000191,,,10:13:00,10:13:00,6,6,2018-03-12,1f7a65d6,e2311868,n
50237159,6170181342245214974-1803121024-7,S,p,A6S81,S,85521,S85521,81,8000191,10:46:00,10:49:00,,,8,8,2018-03-12,23a83795,e2311868,n
50237160,4793435667988825303-1803120916-19,N,p,801566,RB,12407,RB12407,51,8000191,10:27:00,10:27:00,,,102,102,2018-03-12,2cea2d32,e2311868,n
50237161,-8449151848761023961-1803121010-1,S,p,A6S81,S,85190,S85190,81,8000191,,,10:10:00,10:11:00,9,9,2018-03-12,5f851f97,e2311868,n
50237162,-3912565184509663526-1803121008-1,N,p,800640,RE,4472,RE4472,4,8000191,,,10:08:00,10:09:00,1,1,2018-03-12,d6c8f7ab,e2311868,n
50237163,-4369441099559353203-1803120937-13,N,p,801518,RB,38831,RB38831,2,8000191,10:32:00,10:32:00,,,2,2,2018-03-12,f2329988,e2311868,n
50237164,3080142902554602440-1803120941-7,N,p,801591,RE,12019,RE12019,6,8000191,10:54:00,10:55:00,,,1,1,2018-03-12,80380c19,e2311868,n
50237165,-6039897777802768489-1803120913-5,F,p,80,ICE,200,ICE200,,8000191,10:58:00,10:58:00,11:00:00,11:01:00,3,3,2018-03-12,079de5ef,e2311868,n
50237166,4494602737162442408-1803120540-15,F,p,80,ICE,103,ICE103,,8000191,10:58:00,11:10:00,11:00:00,11:12:00,2,2,2018-03-12,66f1a1dc,e2311868,n
50237167,-109000605698583854-1803121009-1,N,p,800647,RE,4721,RE4721,,8000191,,,10:09:00,10:09:00,7,7,2018-03-12,727be246,e2311868,n
50237169,-1970210630990453687-1803120919-17,N,p,800619,RE,19530,RE19530,,8000191,10:42:00,10:42:00,,,11,11,2018-03-12,4515c319,e2311868,n
50237170,62283747465640169-1803121003-16,S,p,A6S31,S,85054,S85054,31,8000191,10:48:00,10:48:00,,,13,13,2018-03-12,c00c7257,e2311868,n
50237171,-2604484043704653452-1803121005-1,N,p,800619,IRE,19037,IRE19037,,8000191,,,10:05:00,10:05:00,10,10,2018-03-12,eabdb629,e2311868,n
50237172,-8475283828357659937-1803120558-18,F,p,80,IC,2271,IC2271,,8000191,10:50:00,10:50:00,,,6,6,2018-03-12,2edf314e,e2311868,n
50237173,5799891113170744337-1803121006-1,N,p,801591,RE,12014,RE12014,6,8000191,,,10:06:00,10:06:00,102,102,2018-03-12,e77ac3d7,e2311868,n
50265936,4456593497700640037-1803121059-6,N,p,800619,IRE,19032,IRE19032,,8000191,11:53:00,11:55:00,,,9,9,2018-03-12,b36a8f2d,e2311868,n
50265937,9028525417583405518-1803121013-5,F,p,80,ICE,370,ICE370,,8000191,11:58:00,12:10:00,12:00:00,12:12:00,3,3,2018-03-12,7e35a1e4,1b2bf509,n
50265938,-6689414255527823071-1803121055-4,S,p,A6S5,S,85094,S85094,5,8000191,11:25:00,11:25:00,,,8,8,2018-03-12,4e1aa24c,e2311868,n
50265939,6953325917382083277-1803121016-19,N,p,801591,RB,12447,RB12447,51,8000191,11:27:00,11:28:00,,,1,1,2018-03-12,2cea2d32,e2311868,n
50265940,5819628444474350189-1803121110-1,S,p,A6S31,S,85053,S85053,31,8000191,,,11:10:00,11:10:00,13,13,2018-03-12,c9923909,e2311868,n
50265941,-7741143549106154167-1803121125-1,N,p,801518,RB,38836,RB38836,2,8000191,,,11:25:00,11:26:00,3,3,2018-03-12,985e23fd,e2311868,n
50265942,-3167538592675954681-1803121103-16,S,p,A6S31,S,85058,S85058,31,8000191,11:48:00,11:49:00,,,8,8,2018-03-12,c00c7257,e2311868,n
50265943,1351798244528846884-1803120949-25,S,p,801539,S,38335,S38335,3,8000191,11:32:00,11:32:00,,,9,9,2018-03-12,71145287,e2311868,n
50265944,6964671423424976254-1803121128-1,S,p,801539,S,38330,S38330,3,8000191,,,11:28:00,11:28:00,7,7,2018-03-12,dfe22a27,e2311868,n
50265945,2589025876948184653-1803120840-23,N,p,800647,RE,4712,RE4712,,8000191,11:49:00,11:50:00,,,6,6,2018-03-12,f68b10d5,e2311868,n
50265946,3614216414122930054-1803121124-7,S,p,A6S81,S,85201,S85201,81,8000191,11:46:00,11:49:00,,,12,12,2018-03-12,a2955bfd,e2311868,n
50265947,4539981882888168550-1803121133-1,N,p,801591,RB,12444,RB12444,51,8000191,,,11:33:00,11:33:00,102,102,2018-03-12,7329eec3,e2311868,n
50265948,1817481756781611586-1803120618-13,F,p,80,ICE,277,ICE277,,8000191,11:58:00,11:58:00,12:00:00,12:09:00,2,2,2018-03-12,69be873a,23d44df3,c
50265949,1367865517950810429-1803121020-18,S,p,A6S32,S,85052,S85052,32,8000191,11:11:00,11:11:00,,,6,6,2018-03-12,356993ad,e2311868,n
50265950,-113756971786229411-1803121106-1,F,p,80,IC,2067,IC2067,,8000191,,,11:06:00,11:06:00,10,10,2018-03-12,42ca1e43,e2311868,n
50265951,388993993562936407-1803121150-1,S,p,A6S32,S,85201,S85201,32,8000191,,,11:50:00,11:50:00,12,12,2018-03-12,f2d9805e,e2311868,n
50265952,7152046210696401911-1803120423-19,F,p,80,EC,7,EC7,,8000191,11:47:00,12:04:00,11:49:00,12:06:00,2,5,2018-03-12,65f507ff,e2311868,n
50265953,-3768143671440151201-1803121106-1,N,p,801591,RE,12350,RE12350,6,8000191,,,11:06:00,11:06:00,1,1,2018-03-12,58092470,e2311868,n
50265955,-6409928766874150983-1803121023-12,S,p,A6S81,S,85057,S85057,81,8000191,11:49:00,11:52:00,,,11,11,2018-03-12,00d1bf49,e2311868,n
50265956,3913610626410220872-1803121119-1,N,p,800619,RE,19531,RE19531,,8000191,,,11:19:00,11:22:00,11,11,2018-03-12,916b4365,e2311868,n
50265958,8519796615511964840-1803121113-1,S,p,A6S81,S,85052,S85052,81,8000191,,,11:13:00,11:13:00,6,6,2018-03-12,5ffd0201,e2311868,n
50265959,2650317574306272047-1803121013-10,N,p,800640,RE,4475,RE4475,4,8000191,11:52:00,11:54:00,,,1,1,2018-03-12,d37c0e1b,e2311868,n
50265960,-7118747786727490712-1803121109-6,N,p,801591,RE,12021,RE12021,6,8000191,11:54:00,11:56:00,,,102,102,2018-03-12,941735b1,e2311868,n
50265961,-4799056780509797890-1803121037-13,N,p,801518,RB,38835,RB38835,2,8000191,11:32:00,11:32:00,,,2,2,2018-03-12,f2329988,e2311868,n
50265962,1456862334910851766-1803121106-1,N,p,801591,RE,12016,RE12016,6,8000191,,,11:06:00,11:06:00,1,1,2018-03-12,e77ac3d7,e2311868,n
50265963,4456746908327320726-1803121109-1,N,p,800647,RE,4723,RE4723,,8000191,,,11:09:00,11:09:00,12,12,2018-03-12,7df26855,e2311868,n
50265964,1917585192317811165-1803120603-10,F,p,80,ICE,71,ICE71,,8000191,11:08:00,11:16:00,11:10:00,11:18:00,2,2,2018-03-12,40b01d6b,c4a9254d,n
50265965,231869305111898006-1803121143-1,S,p,A6S81,S,85056,S85056,81,8000191,,,11:43:00,11:45:00,8,8,2018-03-12,859da125,e2311868,n
50265966,-8804312286029960201-1803121054-2,F,p,80,ICE,9574,ICE9574,,8000191,11:30:00,11:37:00,11:32:00,11:42:00,6,6,2018-03-12,ff14d36d,e2311868,n
50265967,2681586560272875900-1803120642-16,F,p,80,IC,1268,IC1268,,8000191,11:53:00,11:54:00,,,5,5,2018-03-12,b28a0759,e2311868,n
50293645,-5952267138273214577-1803121203-16,S,p,A6S31,S,85062,S85062,31,8000191,12:48:00,12:50:00,,,13,13,2018-03-12,c00c7257,e2311868,n
50293647,8927374107221334274-1803120802-11,F,p,84,ICE,105,ICE105,,8000191,12:58:00,12:58:00,13:00:00,13:00:00,2,2,2018-03-12,62218053,e2311868,n
50293648,-1060662069736973994-1803121205-1,N,p,800619,IRE,19039,IRE19039,,8000191,,,12:05:00,12:05:00,9,9,2018-03-12,eabdb629,e2311868,n
50293649,2677562958045670522-1803121000-6,F,p,85,ICE,74,ICE74,,8000191,12:49:00,12:50:00,12:51:00,12:51:00,3,3,2018-03-12,1cf5bd58,e2311868,n
50293650,-5818998491878887950-1803121208-1,N,p,800640,RE,4474,RE4474,4,8000191,,,12:08:00,12:09:00,1,1,2018-03-12,d6c8f7ab,e2311868,n
50293651,7915404290986422683-1803121206-1,N,p,801591,RE,12018,RE12018,6,8000191,,,12:06:00,12:06:00,102,102,2018-03-12,e77ac3d7,e2311868,n
50293652,-387431697158603649-1803120939-11,F,p,80,IC,2160,IC2160,,8000191,12:53:00,12:54:00,,,9,9,2018-03-12,c6c4cb97,e2311868,n
50293653,2649596355399260442-1803121228-1,S,p,801539,S,38332,S38332,3,8000191,,,12:28:00,12:28:00,7,7,2018-03-12,dfe22a27,e2311868,n
50293654,9089424007376975057-1803121213-1,S,p,A6S81,S,85164,S85164,81,8000191,,,12:13:00,12:13:00,5,5,2018-03-12,1f7a65d6,e2311868,n
50293655,6804448437492515123-1803121116-19,N,p,801591,RB,12449,RB12449,51,8000191,12:27:00,12:27:00,,,1,1,2018-03-12,2cea2d32,e2311868,n
50293656,5865813322195952361-1803121210-1,S,p,A6S81,S,85192,S85192,81,8000191,,,12:10:00,12:10:00,11,11,2018-03-12,5f851f97,e2311868,n
50293657,405175896338107871-1803121120-18,S,p,A6S32,S,85164,S85164,32,8000191,12:11:00,12:11:00,,,5,5,2018-03-12,356993ad,e2311868,n
50293659,-5807338429430610714-1803121119-17,N,p,800619,RE,19534,RE19534,,8000191,12:42:00,12:45:00,,,11,11,2018-03-12,4515c319,e2311868,n
50293660,-2292967538508464374-1803120940-23,N,p,800647,RE,4270,RE4270,,8000191,12:49:00,12:50:00,,,8,8,2018-03-12,b7f04237,e2311868,n
50293661,6451893028452697662-1803121210-1,S,p,A6S32,S,85059,S85059,32,8000191,,,12:10:00,12:11:00,8,8,2018-03-12,f2d9805e,e2311868,n
50293662,-5577524697589233194-1803121141-7,N,p,801591,RE,12023,RE12023,6,8000191,12:54:00,13:01:00,,,1,1,2018-03-12,80380c19,e2311868,n
50293663,-7529900098212311058-1803121224-7,S,p,A6S81,S,85065,S85065,81,8000191,12:46:00,12:47:00,,,12,12,2018-03-12,23a83795,e2311868,n
50293664,1382461201945076493-1803121206-1,F,p,80,IC,2263,IC2263,,8000191,,,12:06:00,12:06:00,7,7,2018-03-12,3ac4e38d,e2311868,n
50293665,-6042199472499679068-1803121225-1,N,p,801518,RB,38840,RB38840,2,8000191,,,12:25:00,12:26:00,5,5,2018-03-12,985e23fd,e2311868,n
50293666,-7280858733464977222-1803121049-25,S,p,801539,S,38337,S38337,3,8000191,12:32:00,12:32:00,,,5,5,2018-03-12,71145287,e2311868,n
50293667,-6005179343401488606-1803121233-1,N,p,801566,RB,12410,RB12410,51,8000191,,,12:33:00,12:33:00,1,1,2018-03-12,7329eec3,e2311868,n
50293668,1307784265419680067-1803121209-1,N,p,800647,RE,4725,RE4725,,8000191,,,12:09:00,12:11:00,6,6,2018-03-12,727be246,e2311868,n
50293669,-6288258783452117668-1803121230-1,S,p,A6S32,S,85061,S85061,32,8000191,,,12:30:00,12:30:00,12,12,2018-03-12,f2d9805e,e2311868,n
50293670,-3793448872420735609-1803121239-1,N,p,8006C5,RE,17309,RE17309,,8000191,,,12:39:00,12:40:00,14,14,2018-03-12,8ecf3c97,e2311868,n
50293671,-4933670799214201742-1803121113-5,F,p,80,ICE,108,ICE108,,8000191,12:58:00,12:58:00,13:00:00,13:00:00,3,3,2018-03-12,079de5ef,10b815f2,n
50293672,8750541946146047904-1803121250-1,S,p,A6S32,S,85065,S85065,32,8000191,,,12:50:00,12:50:00,12,12,2018-03-12,f2d9805e,e2311868,n
50293673,2682049942926301445-1803121210-1,S,p,A6S31,S,80121,S80121,31,8000191,,,12:10:00,12:10:00,8,8,2018-03-12,c9923909,e2311868,n
50293674,4339197881213625478-1803121137-13,N,p,801518,RB,38839,RB38839,2,8000191,12:32:00,12:35:00,,,2,7,2018-03-12,f2329988,e2311868,n
50293675,2722812932935482115-1803121243-1,S,p,A6S81,S,85060,S85060,81,8000191,,,12:43:00,12:44:00,6,6,2018-03-12,985bbb6c,e2311868,n
50323747,6075246142062940293-1803121237-13,N,p,801518,RB,38843,RB38843,2,8000191,13:32:00,13:32:00,,,3,3,2018-03-12,f2329988,e2311868,n
50323748,6467741671241730152-1803120631-18,F,p,80,EC,9,EC9,,8000191,13:47:00,13:50:00,13:49:00,13:53:00,2,2,2018-03-12,2cd8c230,e2311868,n
50323749,-7339846403044309045-1803121303-16,S,p,A6S31,S,85068,S85068,31,8000191,13:48:00,13:50:00,,,8,8,2018-03-12,c00c7257,e2311868,n
50323750,1467458504393544661-1803121213-10,N,p,800640,RE,4477,RE4477,4,8000191,13:52:00,13:56:00,,,1,1,2018-03-12,d37c0e1b,e2311868,n
50323752,-9182779684516902059-1803121310-1,S,p,A6S32,S,85069,S85069,32,8000191,,,13:10:00,13:10:00,13,13,2018-03-12,f2d9805e,e2311868,n
50323753,1943019043375534793-1803121325-1,N,p,801518,RB,38844,RB38844,2,8000191,,,13:25:00,13:26:00,3,3,2018-03-12,985e23fd,e2311868,n
50323754,-244055739958988853-1803121208-26,S,p,A6S81,S,85071,S85071,81,8000191,13:16:00,13:16:00,,,8,8,2018-03-12,f2a5ab7b,e2311868,n
50323755,500620198061018067-1803121306-6,S,p,A6S31,S,85230,S85230,31,8000191,13:28:00,13:28:00,,,9,9,2018-03-12,64ef9a07,e2311868,n
50323756,-1847730465216845350-1803121310-1,F,p,80,IC,2370,IC2370,,8000191,,,13:10:00,13:10:00,7,7,2018-03-12,97e20e11,e2311868,n
50323757,-1593507954410510332-1803121328-1,S,p,801539,S,38334,S38334,3,8000191,,,13:28:00,13:29:00,10,10,2018-03-12,dfe22a27,e2311868,n
50323758,4675010725239198220-1803121223-12,S,p,A6S81,S,85195,S85195,81,8000191,13:50:00,13:54:00,,,13,13,2018-03-12,00d1bf49,e2311868,n
50323759,5422801980542036841-1803120713-10,F,p,80,ICE,73,ICE73,,8000191,13:08:00,13:12:00,13:10:00,13:14:00,2,2,2018-03-12,4a0a0e28,e2311868,n
50323760,-8893783523020943466-1803121350-1,S,p,A6S31,S,80127,S80127,31,8000191,,,13:50:00,13:50:00,11,11,2018-03-12,c9923909,e2311868,n
50323761,6873277407182735383-1803121259-6,N,p,800619,IRE,19034,IRE19034,,8000191,13:53:00,13:53:00,,,9,9,2018-03-12,b36a8f2d,e2311868,n
50323762,-5882438785262491414-1803121319-1,N,p,800619,RE,19535,RE19535,,8000191,,,13:19:00,13:19:00,11,11,2018-03-12,916b4365,e2311868,n
50323763,4829724785315466209-1803121330-1,S,p,A6S32,S,85071,S85071,32,8000191,,,13:30:00,13:31:00,8,8,2018-03-12,f2d9805e,e2311868,n
50323764,-3907436198245885347-1803121309-1,N,p,800647,RE,4727,RE4727,,8000191,,,13:09:00,13:09:00,8,8,2018-03-12,7df26855,e2311868,n
50323765,-7683567555690774537-1803121324-8,S,p,A6S81,S,85073,S85073,81,8000191,13:46:00,13:50:00,,,11,11,2018-03-12,138a970c,e2311868,n
50323766,5515999328189871730-1803121330-1,S,p,A6S31,S,80125,S80125,31,8000191,,,13:30:00,13:30:00,8,8,2018-03-12,c9923909,e2311868,n
50323767,-3326437285161884599-1803121343-1,S,p,A6S81,S,85230,S85230,81,8000191,,,13:43:00,13:43:00,9,9,2018-03-12,859da125,e2311868,n
50323768,4961782681481677440-1803121000-12,F,p,85,ICE,278,ICE278,,8000191,13:58:00,13:58:00,14:00:00,14:00:00,3,3,2018-03-12,a74b0804,e2311868,n
50323769,-6857272315100415692-1803121333-1,N,p,801566,RB,12412,RB12412,51,8000191,,,13:33:00,13:33:00,1,1,2018-03-12,7329eec3,e2311868,n
50323770,-2720553751353103873-1803121040-23,N,p,800647,RE,4714,RE4714,,8000191,13:49:00,15:15:00,,,6,6,2018-03-12,f68b10d5,180682b7,c
50323771,-5535803868378154383-1803121149-25,S,p,801539,S,38339,S38339,3,8000191,13:34:00,13:33:00,,,5,5,2018-03-12,71145287,e2311868,n
50323772,6528092083173867114-1803121220-18,S,p,A6S32,S,85066,S85066,32,8000191,13:12:00,13:12:00,,,5,5,2018-03-12,356993ad,e2311868,n
50323773,2202253074051567344-1803121348-1,N,p,801518,RB,38846,RB38846,2,8000191,,,13:48:00,13:48:00,3,3,2018-03-12,e8708cef,518fdf3b,n
50323774,-3986565891443650840-1803121216-19,N,p,801566,RB,12409,RB12409,51,8000191,13:27:00,13:28:00,,,102,102,2018-03-12,2cea2d32,e2311868,n
50323775,-2295453818061629229-1803121306-1,N,p,801591,RE,12022,RE12022,6,8000191,,,13:06:00,13:11:00,1,1,2018-03-12,60a2483f,e2311868,n
50323776,-518662034719112596-1803121055-3,F,p,87,ICE,9573,ICE9573,,8000191,13:25:00,13:25:00,13:28:00,13:28:00,7,7,2018-03-12,bb38db84,e2311868,n
50323777,-7713083990296574381-1803121305-7,N,p,801591,RE,12025,RE12025,6,8000191,13:54:00,13:55:00,,,102,102,2018-03-12,2f777e3f,e2311868,n
50323778,1112942235253041393-1803121313-1,S,p,A6S81,S,85066,S85066,81,8000191,,,13:13:00,13:13:00,5,5,2018-03-12,084bd9cd,e2311868,n
50323779,2413144441588906758-1803120756-13,F,p,80,IC,1279,IC1279,,8000191,13:58:00,13:58:00,14:00:00,14:00:00,2,2,2018-03-12,f6ed5d07,e2311868,n
50323781,-590543115933868441-1803121350-1,S,p,A6S32,S,85073,S85073,32,8000191,,,13:50:00,13:50:00,11,11,2018-03-12,f2d9805e,e2311868,n
50323782,-3282715040723422241-1803121358-1,S,p,801539,S,38336,S38336,3,8000191,,,13:58:00,13:58:00,5,5,2018-03-12,15c22522,e2311868,n
50323783,-3576512876377089804-1803121306-1,F,p,80,IC,2069,IC2069,,8000191,,,13:06:00,13:06:00,10,10,2018-03-12,c56825bc,e2311868,n
50354178,-7606741885618671894-1803121439-1,N,p,8006C5,RE,17311,RE17311,,8000191,,,14:39:00,14:39:00,3,3,2018-03-12,8ecf3c97,e2311868,n
50354179,8094491808574379119-1803121335-16,S,p,A6S31,S,85072,S85072,31,8000191,14:28:00,14:37:00,,,6,6,2018-03-12,c00c7257,e2311868,n
50354180,4907839111628198254-1803121430-1,S,p,A6S32,S,85077,S85077,32,8000191,,,14:30:00,14:31:00,9,9,2018-03-12,f2d9805e,e2311868,n
50354181,8569796969540721927-1803121406-1,N,p,801591,RE,12024,RE12024,6,8000191,,,14:06:00,14:06:00,102,102,2018-03-12,e77ac3d7,e2311868,n
50354182,-8165178720871854520-1803121413-1,S,p,A6S81,S,85070,S85070,81,8000191,,,14:13:00,14:13:00,5,5,2018-03-12,1f7a65d6,e2311868,n
50354183,6094917504597911852-1803120805-3,F,p,87,TGV,9583,TGV9583,,8000191,14:46:00,14:59:00,14:54:00,15:02:00,5,5,2018-03-12,37c14bd0,e2311868,n
50354184,709752971709463542-1803121425-1,N,p,801518,RB,38848,RB38848,2,8000191,,,14:25:00,14:25:00,2,2,2018-03-12,985e23fd,e2311868,n
50354185,5258584023973085671-1803121408-1,N,p,800640,RE,4476,RE4476,4,8000191,,,14:08:00,14:09:00,1,1,2018-03-12,d6c8f7ab,e2311868,n
50354186,-8487407402674188012-1803121410-1,S,p,A6S31,S,85075,S85075,31,8000191,,,14:10:00,14:11:00,8,8,2018-03-12,c9923909,e2311868,n
50354187,5047124359475727795-1803121443-1,S,p,A6S81,S,85072,S85072,81,8000191,,,14:43:00,14:43:00,6,6,2018-03-12,985bbb6c,e2311868,n
50354188,-8176844811218867853-1803121237-21,N,p,801518,RB,38845,RB38845,2,8000191,14:06:00,14:06:00,,,2,2,2018-03-12,24babf60,e2311868,n
50354190,-5808185107283233035-1803121249-25,S,p,801539,S,38343,S38343,3,8000191,14:31:00,14:32:00,,,12,12,2018-03-12,71145287,e2311868,n
