"id","zugid","zugverkehrstyp","zugtyp","zugowner","zugklasse","zugnummer","zugnummerfull","linie","evanr","arzeitsoll","arzeitist","dpzeitsoll","dpzeitist","gleissoll","gleisist","datum","streckengeplanthash","streckenchangedhash","zugstatus"
"3071402","7461808659856105229-1712061927-1","S","p","03","S","30232","S30232","2","8000080",NULL,NULL,"19:27:00","19:27:00","6","6","2017-12-06","dd612aee","94427813","n"
"3071403","-4984555889666950896-1712061835-17","S","p","03","S","30231","S30231","2","8000080","19:33:00","19:42:00",NULL,NULL,"6","6","2017-12-06","33f099a9","94427813","n"
"3071404","3316557286903702286-1712061907-1","D","p","R2","ERB","90345","ERB90345","59","8000080",NULL,NULL,"19:07:00","19:07:00","4","4","2017-12-06","7fc1c77d","94427813","n"
"3071405","-4521437519262178170-1712061355-12","F","p","80","ICE","624","ICE624",,"8000080","19:30:00","20:02:00",NULL,NULL,"18","11","2017-12-06","861ec296","94427813","n"
"3071406","1372751043205302214-1712061651-21","N","p","03","RE","10133","RE10133","1","8000080","19:14:00","19:22:00","19:16:00","19:24:00","8","8","2017-12-06","34ef9881","94427813","n"
"3071407","-3666300709799895472-1712061806-15","N","p","03","RB","10486","RB10486","52","8000080","19:27:00","19:28:00",NULL,NULL,"3","3","2017-12-06","df256be8","94427813","n"
"3071408","5130535549115659286-1712061831-11","S","p","03","S","31299","S31299","2","8000080","19:13:00","19:16:00",NULL,NULL,"6","6","2017-12-06","43c4dc50","94427813","n"
"3071409","-5524702731542660499-1712061907-1","S","p","03","S","31258","S31258","2","8000080",NULL,NULL,"19:07:00","19:07:00","6","6","2017-12-06","4906edb3","94427813","n"
"3071410","-6364039003748193985-1712061930-7","D","p","R2","ERB","89896","ERB89896","RE3","8000080","19:58:00","20:03:00","20:03:00","20:06:00","21","21","2017-12-06","0289ebfc","94427813","n"
"3071411","1049097377388392409-1712061558-10","F","p","80","IC","1923","IC1923",,"8000080","19:48:00","19:44:00","19:52:00","19:52:00","11","11","2017-12-06","e42b143f","94427813","n"
"3071412","-3634986682697508767-1712061909-1","N","p","03","RE","10432","RE10432","4","8000080",NULL,NULL,"19:09:00","19:09:00","20","20","2017-12-06","65f2fd84","b8ea5cb8","c"
"3071414","-7019409623240697511-1712061933-5","S","p","03","S","31567","S31567","5","8000080","19:49:00","19:49:00",NULL,NULL,"5","5","2017-12-06","12579a90","94427813","n"
"3071415","5237518911145882863-1712061702-20","N","p","03","RB","20273","RB20273","51","8000080","19:07:00","19:07:00",NULL,NULL,"23","23","2017-12-06","b8d4c8bc","94427813","n"
"3071416","4866649218058075462-1712061833-12","D","p","R2","ERB","90390","ERB90390","59","8000080","19:21:00","19:25:00",NULL,NULL,"4","4","2017-12-06","f7253f4a","94427813","n"
"3071417","-5257098755503887479-1712061935-1","D","p","R2","ERB","89946","ERB89946","50","8000080",NULL,NULL,"19:35:00","19:36:00","21","21","2017-12-06","d832719b","94427813","n"
"3071418","-2404170432985554630-1712061923-1","S","p","03","S","31128","S31128","1","8000080",NULL,NULL,"19:23:00","19:23:00","7","7","2017-12-06","45aeb500","94427813","n"
"3071419","-7642749524873959371-1712061741-12","N","p","03","RE","10631","RE10631","6","8000080","19:52:00","19:54:00","19:54:00","19:56:00","8","8","2017-12-06","a22dc998","94427813","n"
"3071420","-3785456031742158471-1712061713-39","S","p","03","S","31113","S31113","1","8000080","19:06:00","19:25:00",NULL,NULL,,,"2017-12-06","4e627381","7ee55bf7","c"
"3071421","3408902549834408062-1712061952-1","N","p","03","RB","20282","RB20282","51","8000080",NULL,NULL,"19:52:00","19:52:00","23","23","2017-12-06","67c9dcb6","94427813","n"
"3071422","-2252549594167540246-1712061941-1","N","p","03","RE","10779","RE10779","57","8000080",NULL,NULL,"19:41:00","19:41:00","2","2","2017-12-06","396b81aa","94427813","n"
"3071423","-2661729486119231897-1712061850-5","N","p","03","RB","14654","RB14654","53","8000080","19:08:00","19:10:00",NULL,NULL,"3","3","2017-12-06","2b7a149b","94427813","n"
"3071424","-4036473752574468375-1712061932-1","N","p","03","RB","10491","RB10491","52","8000080",NULL,NULL,"19:32:00","19:33:00","3","3","2017-12-06","40ff75c3","94427813","n"
"3071425","-7855960997022954272-1712061932-1","N","p","03","RB","14481","RB14481","43","8000080",NULL,NULL,"19:32:00","19:32:00","23","23","2017-12-06","60a9104d","94427813","n"
"3071426","6954924236955692259-1712061328-14","F","p","80","ICE","516","ICE516",,"8000080","19:21:00","19:27:00",NULL,NULL,"8","8","2017-12-06","9f9346d1","94427813","n"
"3071427","2318640568963648663-1712061947-2","S","p","03","S","31260","S31260","2","8000081","19:51:00","19:51:00","19:53:00","19:53:00","3","3","2017-12-06","4906edb3","c787e2a8","n"
"3071428","-5345125353492885706-1712061856-5","S","p","03","S","31451","S31451","4","8000081","19:06:00","19:06:00","19:10:00","19:11:00","5","5","2017-12-06","c097042c","c787e2a8","n"
"3071429","-7201964256112875057-1712061953-2","S","p","03","S","31130","S31130","1","8000081","19:55:00","19:57:00","19:56:00","19:57:00","1","1","2017-12-06","45aeb500","c787e2a8","n"
"3071430","-3380467535371523048-1712061853-15","S","p","03","S","30490","S30490","4","8000081","19:31:00","19:31:00","19:33:00","19:33:00","4","4","2017-12-06","d10eafe4","c787e2a8","n"
"3071431","-8122367746725237606-1712061907-13","S","p","03","S","31259","S31259","2","8000081","19:48:00","19:59:00","19:50:00","20:00:00","6","6","2017-12-06","0dec83d2","c787e2a8","n"
"3071432","-2901259878278624316-1712061913-15","S","p","03","S","30492","S30492","4","8000081","19:51:00","19:51:00","19:53:00","19:53:00","4","4","2017-12-06","d10eafe4","c787e2a8","n"
"3071433","-478214788768927764-1712061733-38","S","p","03","S","31115","S31115","1","8000081","19:32:00","19:32:00","19:33:00","19:33:00","2","2","2017-12-06","4e627381","c787e2a8","n"
"3071434","7461808659856105229-1712061927-2","S","p","03","S","30232","S30232","2","8000081","19:31:00","19:31:00","19:33:00","19:33:00","3","3","2017-12-06","dd612aee","c787e2a8","n"
"3071435","-4984555889666950896-1712061835-16","S","p","03","S","30231","S30231","2","8000081","19:28:00","19:38:00","19:30:00","19:39:00","6","6","2017-12-06","33f099a9","c787e2a8","n"
"3071436","4870306743606817559-1712061833-15","S","p","03","S","30488","S30488","4","8000081","19:11:00","19:15:00","19:13:00","19:15:00","4","4","2017-12-06","d10eafe4","c787e2a8","n"
"3071437","5130535549115659286-1712061831-10","S","p","03","S","31299","S31299","2","8000081","19:08:00","19:10:00","19:10:00","19:12:00","6","6","2017-12-06","43c4dc50","c787e2a8","n"
"3071438","-5524702731542660499-1712061907-2","S","p","03","S","31258","S31258","2","8000081","19:11:00","19:11:00","19:13:00","19:16:00","3","3","2017-12-06","4906edb3","c787e2a8","n"
"3071439","-2404170432985554630-1712061923-2","S","p","03","S","31128","S31128","1","8000081","19:25:00","19:26:00","19:26:00","19:27:00","1","1","2017-12-06","45aeb500","c787e2a8","n"
"3071440","-3785456031742158471-1712061713-38","S","p","03","S","31113","S31113","1","8000081","19:02:00","19:21:00","19:03:00","19:22:00","2","2","2017-12-06","4e627381","2471d05c","c"
"3071441","-6020497642426364300-1712061928-5","S","p","03","S","30493","S30493","4","8000081","19:37:00","19:37:00","19:40:00","19:40:00","5","5","2017-12-06","c097042c","c787e2a8","n"
"3071442","-8344741007081189426-1712061820-14","N","p","03","RE","10228","RE10228","2","8000082","19:45:00","19:45:00","19:46:00","19:46:00","6","6","2017-12-06","f2b901d0","088fff08","n"
"3071443","7157981404412595090-1712061716-18","N","p","05","RE","10528","RE10528","5","8000082","19:08:00","19:15:00","19:09:00","19:15:00","1","1","2017-12-06","4986b5c6","088fff08","n"
"3071445","4123128955113753793-1712061728-21","N","p","02","RE","10630","RE10630","6","8000082","19:56:00","19:56:00","19:57:00","19:57:00","6","6","2017-12-06","8f11a09e","088fff08","n"
"3071446","-3712392859876781944-1712061833-14","S","p","03","S","31123","S31123","1","8000082","19:19:00","19:19:00","19:19:00","19:19:00","5","5","2017-12-06","4e627381","088fff08","n"
"3071447","-9151814877991661132-1712061730-16","D","p","R2","ERB","89892","ERB89892","RE3","8000082","19:02:00","19:06:00","19:04:00","19:07:00","6","6","2017-12-06","0289ebfc","088fff08","n"
"3071448","-6681979032752031283-1712061744-18","D","p","AR","ABR","20033","ABR20033","RE19","8000082","19:24:00","19:24:00","19:25:00","19:25:00","6","6","2017-12-06","478df515","bff09b36","n"
"3071449","8508104327632495938-1712061535-12","F","p","80","ICE","846","ICE846",,"8000082","19:57:00","19:58:00","19:59:00","20:00:00","4","4","2017-12-06","248eebe8","088fff08","n"
"3071450","-3155485626296909563-1712061813-26","S","p","03","S","31118","S31118","1","8000082","19:31:00","19:31:00","19:32:00","19:33:00","6","6","2017-12-06","e69d9b58","088fff08","n"
"3071451","-2072031825536196010-1712061751-15","N","p","03","RE","10135","RE10135","1","8000082","19:27:00","19:34:00","19:28:00","19:36:00","1","1","2017-12-06","2d7e031b","088fff08","n"
"3071453","7099105501859303066-1712061820-11","N","p","03","RE","10136","RE10136","1","8000082","19:31:00","19:33:00","19:32:00","19:35:00","4","4","2017-12-06","8ea0270a","088fff08","n"
"3071454","-3444368817278775634-1712061757-10","N","p","03","RE","10026","RE10026","11","8000082","19:16:00","19:17:00","19:17:00","19:18:00","6","6","2017-12-06","176f5e7a","088fff08","n"
"3071455","-3962947298210271778-1712061913-14","S","p","03","S","31129","S31129","1","8000082","19:48:00","19:48:00","19:48:00","19:48:00","5","5","2017-12-06","4e627381","088fff08","n"
"3071456","6163728154603017214-1712061833-26","S","p","03","S","31124","S31124","1","8000082","19:51:00","19:51:00","19:52:00","19:52:00","6","6","2017-12-06","e69d9b58","088fff08","n"
"3071457","5691273433716152366-1712061906-9","N","p","03","RE","10531","RE10531","5","8000082","19:49:00","19:53:00","19:50:00","19:54:00","4","4","2017-12-06","b44b7246","088fff08","n"
"3071458","4086513929874472277-1712061906-2","N","p","03","RE","10231","RE10231","2","8000082","19:12:00","19:13:00","19:13:00","19:13:00","5","5","2017-12-06","d18b9301","088fff08","n"
"3071459","6721545301304745333-1712061936-2","N","p","03","RE","10029","RE10029","11","8000082","19:41:00","19:43:00","19:42:00","19:43:00","5","5","2017-12-06","676d8d51","088fff08","n"
"3071460","-7642749524873959371-1712061741-6","N","p","03","RE","10631","RE10631","6","8000082","19:01:00","19:06:00","19:02:00","19:07:00","5","5","2017-12-06","a22dc998","088fff08","n"
"3071461","1891634609027718038-1712061945-2","D","p","R2","ERB","89895","ERB89895","RE3","8000082","19:52:00","19:52:00","19:53:00","19:53:00","5","5","2017-12-06","3fb827ac","088fff08","n"
"3071462","-4338238213941570288-1712061926-2","D","p","AR","ABR","20034","ABR20034","RE19","8000082","19:32:00","19:33:00","19:33:00","19:33:00","5","5","2017-12-06","f61a5e1a","088fff08","n"
"3071463","5597303123860052865-1712061927-3","F","p","80","ICE","947","ICE947",,"8000082","19:58:00","19:58:00","20:00:00","20:00:00","1","1","2017-12-06","dc8368e5","4441fe18","c"
"3071464","-4070946646814993183-1712061753-26","S","p","03","S","31116","S31116","1","8000082","19:11:00","19:12:00","19:12:00","19:14:00","6","6","2017-12-06","45aeb500","088fff08","n"
"3071465","-9195640103891464722-1712061852-10","N","p","03","RB","20280","RB20280","51","8000083","19:39:00","19:39:00","19:40:00","19:40:00","31","31","2017-12-06","80579264","1b481193","n"
"3071466","4367943502341069520-1712061802-11","N","p","03","RB","20275","RB20275","51","8000083","19:16:00","19:16:00","19:17:00","19:17:00","31","31","2017-12-06","b8d4c8bc","1b481193","n"
"3071467","9221625940303425685-1712061822-16","N","p","03","RE","11243","RE11243","42","8000083","19:58:00","20:04:00","19:59:00","20:05:00","2","2","2017-12-06","bb55db3f","1b481193","n"
"3071468","867782464858227948-1712061920-4","N","p","03","RE","10230","RE10230","2","8000083","19:32:00","19:33:00","19:33:00","19:34:00","1","1","2017-12-06","f2b901d0","1b481193","n"
"3071469","-4189162630511172216-1712061722-16","N","p","03","RE","11241","RE11241","42","8000083","19:00:00","19:16:00","19:01:00","19:17:00","2","2","2017-12-06","bb55db3f","1b481193","n"
"3071470","1530141240713680382-1712061945-4","N","p","03","RE","11242","RE11242","42","8000083","19:57:00","19:59:00","19:58:00","20:00:00","1","1","2017-12-06","97faf90f","1b481193","n"
"3071471","-2132975113290766407-1712061806-12","N","p","03","RE","10229","RE10229","2","8000083","19:24:00","19:32:00","19:25:00","19:30:00","2","2","2017-12-06","d18b9301","1b481193","n"
"3071472","-2836882476275411906-1712061914-10","D","p","D3","RTB","89717","RTB89717","21","8000084","19:35:00","19:35:00",NULL,NULL,"4 a","4 a","2017-12-06","81d111e6","b4e9fac0","n"
"3071473","-8781801448292822130-1712061710-18","N","p","03","RE","10926","RE10926","9","8000084","19:13:00","19:16:00","19:14:00","19:17:00","1","1","2017-12-06","1ad20de1","b4e9fac0","n"
"3071474","2389831887533019971-1712061830-12","D","p","D3","RTB","89834","RTB89834","21","8000084","19:04:00","19:04:00",NULL,NULL,"23","23","2017-12-06","b68a2f2b","b4e9fac0","n"
"3071475","5695271733276081141-1712061812-23","N","p","03","RB","30031","RB30031","20","8000084","19:41:00","19:41:00",NULL,NULL,"6","6","2017-12-06","aada6ca5","b4e9fac0","n"
"3071476","-8347047903510644234-1712061923-1","S","p","03","S","33352","S33352","19","8000084",NULL,NULL,"19:23:00","19:23:00","5","5","2017-12-06","e7f130d2","b4e9fac0","n"
"3071477","-3805420586636798758-1712061750-29","S","p","03","S","33339","S33339","19","8000084","19:37:00","19:37:00",NULL,NULL,"5","5","2017-12-06","69d8b115","b4e9fac0","n"
"3071478","1396216960246417502-1712061918-6","N","p","03","RE","10929","RE10929","9","8000084","19:44:00","19:46:00","19:45:00","19:47:00","3","3","2017-12-06","b6365c03","b4e9fac0","n"
"3071479","-824329688474203519-1712061917-1","N","p","03","RB","30032","RB30032","20","8000084",NULL,NULL,"19:17:00","19:21:00","6","6","2017-12-06","be7cf430","b4e9fac0","n"
"3071480","4151905752055528161-1712061817-17","D","p","D3","RTB","89675","RTB89675","21","8000084","19:05:00","19:05:00",NULL,NULL,"4 a","4 a","2017-12-06","c3488022","b4e9fac0","n"
"3071481","-2566782938182512018-1712061920-1","D","p","D3","RTB","89674","RTB89674","21","8000084",NULL,NULL,"19:20:00","19:20:00","4 a","4 a","2017-12-06","d7b8da16","b4e9fac0","n"
"3071482","-3113026525876734945-1712061851-6","N","p","03","RE","10137","RE10137","1","8000084","19:16:00","19:21:00","19:17:00","19:22:00","3","3","2017-12-06","f5ab1aba","b4e9fac0","n"
"3071483","2424697774083433511-1712061921-1","D","p","D3","RTB","89837","RTB89837","21","8000084",NULL,NULL,"19:21:00","19:21:00","23","23","2017-12-06","74ab7268","b4e9fac0","n"
"3071484","4119645024468673968-1712061720-20","N","p","03","RE","10134","RE10134","1","8000084","19:39:00","19:58:00","19:39:00","20:00:00","1","1","2017-12-06","b1868e25","b4e9fac0","n"
"3071485","-6580714484899857699-1712061852-21","S","p","03","S","31625","S31625","6","8000085","19:48:00","20:03:00","20:00:00","20:04:00","14","14","2017-12-06","e83c45cb","2196b0b4","n"
"3071486","-4337232455705550172-1712061825-13","D","p","R2","ERB","20090","ERB20090","RE13","8000085","19:46:00","19:48:00","19:49:00","19:53:00","4","4","2017-12-06","bebaa4ac","2196b0b4","n"
"3071487","1887433341813152329-1712061845-7","S","p","M2","S","90842","S90842","28","8000085","19:04:00","19:07:00","19:06:00","19:08:00","12","12","2017-12-06","5a0dfc72","2196b0b4","n"
"3071488","8877112849291727300-1712060854-29","F","p","81","IC","118","IC118",,"8000085","19:07:00","19:18:00","19:10:00","19:19:00","18","18","2017-12-06","f2bdaf27","2196b0b4","n"
"3071489","-8344741007081189426-1712061820-15","N","p","03","RE","10228","RE10228","2","8000085","19:53:00","19:53:00",NULL,NULL,"9","9","2017-12-06","f2b901d0","2196b0b4","n"
"3071490","7617756418632057834-1712061813-31","S","p","03","S","33123","S33123","11","8000085","19:51:00","19:51:00","19:53:00","19:54:00","13","13","2017-12-06","b83d227a","2196b0b4","n"
"3071491","6502039500581355398-1712061733-31","S","p","03","S","31114","S31114","1","8000085","19:03:00","19:06:00","19:05:00","19:07:00","11","11","2017-12-06","45aeb500","2196b0b4","n"
"3071492","4660398913906016542-1712061200-17","F","p","85","EC","6","EC6",,"8000085","19:31:00","20:13:00","19:33:00","20:18:00","17","18","2017-12-06","6fdc0660","466d6296","n"
"3071493","7157981404412595090-1712061716-17","N","p","05","RE","10528","RE10528","5","8000085","19:01:00","19:07:00","19:03:00","19:09:00","17","17","2017-12-06","4986b5c6","2196b0b4","n"
"3071494","5947515596707497885-1712061849-5","N","p","03","RE","10633","RE10633","6","8000085","19:47:00","19:47:00","19:54:00","19:55:00","7","7","2017-12-06","a22dc998","2196b0b4","n"
"3071495","-8343097659835094887-1712061903-10","S","p","03","S","31624","S31624","6","8000085","19:30:00","19:36:00","19:32:00","19:38:00","11","11","2017-12-06","342f4ddf","2196b0b4","n"
"3071496","-6716901497089664018-1712061809-10","N","p","03","RE","10430","RE10430","4","8000085","19:19:00","19:20:00","19:22:00","19:27:00","4","4","2017-12-06","65f2fd84","2196b0b4","n"
"3071497","-550322065735519071-1712061803-26","S","p","03","S","31820","S31820","8","8000085","19:10:00","19:11:00","19:12:00","19:13:00","12","12","2017-12-06","e75f30ab","2196b0b4","n"
"3071498","-3630162680607639687-1712061923-10","S","p","03","S","31626","S31626","6","8000085","19:50:00","19:55:00","19:52:00","19:58:00","11","11","2017-12-06","342f4ddf","2196b0b4","n"
"3071499","-8575810913646569161-1712061823-26","S","p","03","S","31822","S31822","8","8000085","19:30:00","19:31:00","19:32:00","19:32:00","12","12","2017-12-06","e75f30ab","2196b0b4","n"
"3071500","-7902140562776965628-1712061437-12","F","p","80","ICE","546","ICE546",,"8000085","19:10:00","19:10:00",NULL,NULL,"15","15","2017-12-06","fdf1ffed","f7872fbb","c"
"3071501","112136940021172725-1712061904-6","S","p","03","S","33140","S33140","11","8000085","19:16:00","19:24:00","19:18:00","19:26:00","12","12","2017-12-06","cbcf1e67","2196b0b4","n"
"3071502","6078408858450385881-1712061856-10","S","p","03","S","31893","S31893","68","8000085","19:20:00","19:23:00",NULL,NULL,"14","14","2017-12-06","2c2f46eb","2196b0b4","n"
"3071504","-9151814877991661132-1712061730-17","D","p","R2","ERB","89892","ERB89892","RE3","8000085","19:12:00","19:13:00",NULL,NULL,"9","9","2017-12-06","0289ebfc","2196b0b4","n"
"3071505","6198789393217500752-1712061834-13","S","p","03","S","31817","S31817","8","8000085","19:08:00","19:20:00","19:11:00","19:27:00","13","7","2017-12-06","000ae510","0fae6891","n"
"3071506","-2142784246140329213-1712061455-8","F","p","80","ICE","622","ICE622",,"8000085","19:44:00","19:51:00","19:46:00","19:52:00","18","18","2017-12-06","861ec296","2196b0b4","n"
"3071507","-6681979032752031283-1712061744-19","D","p","AR","ABR","20033","ABR20033","RE19","8000085","19:33:00","19:33:00",NULL,NULL,"4","5","2017-12-06","478df515","bff09b36","n"
"3071508","8550309107048447-1712061805-9","D","p","R2","ERB","20091","ERB20091","RE13","8000085","19:08:00","19:08:00","19:12:00","19:13:00","7","7","2017-12-06","78776001","2196b0b4","n"
"3071509","2693789408636637793-1712061853-9","S","p","03","S","31127","S31127","1","8000085","19:15:00","19:17:00","19:17:00","19:20:00","14","14","2017-12-06","5ae48835","2196b0b4","n"
"3071510","-4281503237800437844-1712061954-2","S","p","03","S","31120","S31120","1","8000085","19:55:00","20:00:00","19:56:00","20:02:00","11","11","2017-12-06","c5542e4a","2196b0b4","n"
"3071511","-3155485626296909563-1712061813-31","S","p","03","S","31118","S31118","1","8000085","19:43:00","19:53:00",NULL,NULL,"11","10","2017-12-06","e69d9b58","2196b0b4","n"
"3071512","380054657121961111-1712061939-1","D","p","N2","NWB","75060","NWB75060","RE10","8000085",NULL,NULL,"19:39:00","19:39:00","5","5","2017-12-06","336ea63e","fc920d75","c"
"3071513","-2072031825536196010-1712061751-14","N","p","03","RE","10135","RE10135","1","8000085","19:19:00","19:25:00","19:21:00","19:29:00","17","18","2017-12-06","2d7e031b","2196b0b4","n"
"3071514","-4334565648563951837-1712061723-17","N","p","03","RB","11826","RB11826","38","8000085","19:02:00","19:04:00",NULL,NULL,"6","6","2017-12-06","c134fb60","2196b0b4","n"
"3071515","-4324728520661454683-1712061924-13","S","p","03","S","31827","S31827","8","8000085","19:58:00","19:58:00","20:00:00","20:02:00","13","13","2017-12-06","199c63e9","2196b0b4","n"
"3071516","2927610640496805701-1712061954-1","N","p","03","RB","11831","RB11831","38","8000085",NULL,NULL,"19:54:00","20:02:00","6","6","2017-12-06","959289c9","2196b0b4","n"
"3071517","-7900933708152241123-1712061557-6","F","p","80","IC","2195","IC2195",,"8000085","19:52:00","19:52:00","19:56:00","19:56:00","16","16","2017-12-06","e36f75cd","2196b0b4","n"
"3071518","7099105501859303066-1712061820-12","N","p","03","RE","10136","RE10136","1","8000085","19:37:00","19:42:00","19:39:00","19:44:00","16","16","2017-12-06","8ea0270a","2196b0b4","n"
"3071519","-3444368817278775634-1712061757-11","N","p","03","RE","10026","RE10026","11","8000085","19:24:00","19:27:00",NULL,NULL,"10","10","2017-12-06","176f5e7a","2196b0b4","n"
"3071520","3045970326637396204-1712061733-31","S","p","03","S","33119","S33119","11","8000085","19:01:00","19:04:00","19:03:00","19:10:00","13","13","2017-12-06","b83d227a","2196b0b4","n"
"3071521","3162448052939088140-1712061812-28","S","p","03","S","31623","S31623","6","8000085","19:28:00","19:29:00","19:30:00","19:30:00","14","14","2017-12-06","92e17f1b","2196b0b4","n"
"3071522","-3962947298210271778-1712061913-9","S","p","03","S","31129","S31129","1","8000085","19:35:00","19:36:00","19:37:00","19:37:00","14","14","2017-12-06","4e627381","2196b0b4","n"
"3071523","-5646903255687670253-1712061935-7","S","p","M2","S","90848","S90848","28","8000085","19:54:00","19:55:00","19:56:00","19:56:00","12","12","2017-12-06","5a0dfc72","2196b0b4","n"
"3071524","-518457241603172417-1712061854-13","S","p","03","S","31825","S31825","8","8000085","19:28:00","19:38:00","19:30:00","19:40:00","13","13","2017-12-06","199c63e9","2196b0b4","n"
"3071525","-9040068647807267266-1712061904-12","S","p","M2","S","90815","S90815","28","8000085","19:35:00","19:42:00","19:37:00","19:43:00","13","13","2017-12-06","834ac8c6","2196b0b4","n"
"3071526","8980579498491697624-1712061628-22","N","p","02","RE","10628","RE10628","6","8000085","19:04:00","19:11:00","19:14:00","19:16:00","4","4","2017-12-06","8f11a09e","2196b0b4","n"
"3071527","5691273433716152366-1712061906-10","N","p","03","RE","10531","RE10531","5","8000085","19:56:00","20:00:00","19:58:00","20:01:00","16","16","2017-12-06","b44b7246","2196b0b4","n"
"3071528","-7190550632495261238-1712061844-12","S","p","M2","S","90813","S90813","28","8000085","19:15:00","19:15:00","19:17:00","19:17:00","13","13","2017-12-06","834ac8c6","2196b0b4","n"
"3071529","547241114196663568-1712061837-5","F","p","80","ICE","615","ICE615",,"8000085","19:25:00","19:31:00","19:27:00","19:33:00","15","15","2017-12-06","92aa733d","2196b0b4","n"
"3071530","3942081639607302641-1712061909-1","D","p","N2","NWB","75058","NWB75058","RE10","8000085",NULL,NULL,"19:09:00","19:09:00","5","5","2017-12-06","336ea63e","fc920d75","c"
"3071531","-1003842538054102234-1712061751-13","D","p","N2","NWB","75059","NWB75059","RE10","8000085","19:22:00","19:22:00",NULL,NULL,"5","13","2017-12-06","d319d9a8","4a655823","c"
"3071532","2143499115056676952-1712061841-3","F","p","80","ICE","821","ICE821",,"8000085","19:06:00","19:18:00","19:08:00","19:19:00","16","16","2017-12-06","b519ccaf","0cbc3f4b","n"
"3071533","4086513929874472277-1712061906-1","N","p","03","RE","10231","RE10231","2","8000085",NULL,NULL,"19:06:00","19:07:00","9","9","2017-12-06","d18b9301","2196b0b4","n"
"3071534","4647045061590027487-1712061513-10","F","p","80","ICE","104","ICE104",,"8000085","19:36:00","19:36:00","19:38:00","19:39:00","18","18","2017-12-06","38e1cb79","2196b0b4","n"
"3071535","-1627429181980518664-1712061924-6","S","p","03","S","33142","S33142","11","8000085","19:36:00","19:43:00","19:38:00","19:44:00","12","12","2017-12-06","cbcf1e67","2196b0b4","n"
"3071536","6721545301304745333-1712061936-1","N","p","03","RE","10029","RE10029","11","8000085",NULL,NULL,"19:36:00","19:37:00","10","10","2017-12-06","676d8d51","2196b0b4","n"
"3071537","-6875177209381553213-1712061821-13","D","p","N2","NWB","75061","NWB75061","RE10","8000085","19:52:00","19:52:00",NULL,NULL,"5","13","2017-12-06","d319d9a8","4a655823","c"
"3071538","1891634609027718038-1712061945-1","D","p","R2","ERB","89895","ERB89895","RE3","8000085",NULL,NULL,"19:45:00","19:45:00","9","9","2017-12-06","3fb827ac","2196b0b4","n"
"3071539","-210871781422520028-1712061813-13","N","p","03","RE","10433","RE10433","4","8000085","19:34:00","19:40:00","19:40:00","19:41:00","7","7","2017-12-06","232ec4ef","2196b0b4","n"
"3071540","-4338238213941570288-1712061926-1","D","p","AR","ABR","20034","ABR20034","RE19","8000085",NULL,NULL,"19:26:00","19:27:00","7","7","2017-12-06","f61a5e1a","2196b0b4","n"
"3071541","6411187792440157725-1712061752-28","S","p","03","S","31621","S31621","6","8000085","19:10:00","19:13:00","19:11:00","19:14:00","14","14","2017-12-06","92e17f1b","1ab592a9","n"
"3071542","5597303123860052865-1712061927-2","F","p","80","ICE","947","ICE947",,"8000085","19:50:00","19:50:00","19:52:00","19:52:00","17","17","2017-12-06","dc8368e5","0af3b2d2","c"
"3071543","-4070946646814993183-1712061753-31","S","p","03","S","31116","S31116","1","8000085","19:23:00","19:28:00","19:25:00","19:29:00","11","11","2017-12-06","45aeb500","2196b0b4","n"
"3071544","553466016301370507-1712061753-31","S","p","03","S","33121","S33121","11","8000085","19:21:00","19:22:00","19:23:00","19:25:00","13","13","2017-12-06","b83d227a","2196b0b4","n"
"3071545","-5138446375670313836-1712061843-10","S","p","03","S","31622","S31622","6","8000085","19:10:00","19:12:00","19:12:00","19:14:00","11","11","2017-12-06","342f4ddf","2196b0b4","n"
"3071546","6960420220876683955-1712061905-7","S","p","M2","S","90844","S90844","28","8000085","19:24:00","19:36:00","19:26:00","19:37:00","12","12","2017-12-06","5a0dfc72","2196b0b4","n"
"3071547","-5660736572434426917-1712061555-6","F","p","3393","THA","9461","THA9461",,"8000085","19:40:00","19:55:00","19:41:00","19:58:00","17","18","2017-12-06","71fc8064","2196b0b4","n"
"3071548","8877112849291727300-1712060854-30","F","p","81","IC","118","IC118",,"8000086","19:22:00","19:30:00","19:24:00","19:32:00","12","13","2017-12-06","f2bdaf27","b0bdaba1","n"
"3071549","-8344741007081189426-1712061820-13","N","p","03","RE","10228","RE10228","2","8000086","19:33:00","19:35:00","19:36:00","19:36:00","3","3","2017-12-06","f2b901d0","b0bdaba1","n"
"3071550","4660398913906016542-1712061200-18","F","p","85","EC","6","EC6",,"8000086","19:44:00","20:29:00","19:46:00","20:31:00","13","12","2017-12-06","6fdc0660","466d6296","n"
"3071551","7157981404412595090-1712061716-19","N","p","05","RE","10528","RE10528","5","8000086","19:18:00","19:24:00","19:20:00","19:26:00","13","13","2017-12-06","4986b5c6","b0bdaba1","n"
"3071552","2046218394132369547-1712061901-9","D","p","N2","NWB","75117","NWB75117","RB31","8000086","19:46:00","20:00:00",NULL,NULL,"8","8","2017-12-06","50bb74cc","b0bdaba1","n"
"3071553","6064085971307285469-1712061921-1","N","p","03","RB","31982","RB31982","37","8000086",NULL,NULL,"19:21:00","19:21:00","1","1","2017-12-06","1591f161","b0bdaba1","n"
