"id","zugid","zugverkehrstyp","zugtyp","zugowner","zugklasse","zugnummer","zugnummerfull","linie","evanr","arzeitsoll","arzeitist","dpzeitsoll","dpzeitist","gleissoll","gleisist","datum","streckengeplanthash","streckenchangedhash","zugstatus"
"3080286","-5003863029897897448-1712061823-22","S","p","03","S","33342","S33342","19","8002775","19:39:00","19:43:00","19:39:00","19:44:00","2","2","2017-12-06","e7f130d2","69704e33","n"
"3080287","-9138618622358163637-1712061803-22","S","p","03","S","33340","S33340","19","8002775","19:19:00","19:19:00","19:19:00","19:22:00","2","2","2017-12-06","269b425c","69704e33","n"
"3080288","-7126883603204222714-1712061913-7","N","p","800622","RE","22534","RE22534",,"8002776","19:49:00","19:50:00","19:49:00","19:51:00","1","1","2017-12-06","aff7cfac","bc696ca2","n"
"3080289","-5455574862356021289-1712061747-18","N","p","800622","RE","22537","RE22537",,"8002776","19:12:00","19:15:00","19:12:00","19:16:00","1","1","2017-12-06","d7f3c228","bc696ca2","n"
"3080290","1929006152832693140-1712061906-9","N","p","03","RB","14480","RB14480","43","8002779","19:53:00","19:58:00","19:54:00","19:58:00","1","1","2017-12-06","e896db18","b77bde30","n"
"3080291","6382669078170971541-1712061832-9","N","p","03","RB","14479","RB14479","43","8002779","19:00:00","19:03:00","19:01:00","19:04:00","1","1","2017-12-06","60a9104d","b77bde30","n"
"3080292","8351358489998233962-1712061858-3","N","p","07","RB","58762","RB58762",,"8002782","19:04:00","19:05:00","19:05:00","19:06:00","2","2","2017-12-06","d1f0cccb","9e161b58","n"
"3080293","-3103991143653014967-1712061855-2","N","p","07","RB","58767","RB58767",,"8002782","19:03:00","19:04:00","19:05:00","19:06:00","1","1","2017-12-06","97722794","9e161b58","n"
"3080294","2466897665689319279-1712061931-3","N","p","07","RB","58766","RB58766",,"8002782","19:37:00","19:37:00","19:39:00","19:39:00","2","2","2017-12-06","d1f0cccb","9e161b58","n"
"3080295","-7858012262247945339-1712061930-2","N","p","07","RB","58769","RB58769",,"8002782","19:38:00","19:39:00","19:39:00","19:40:00","1","1","2017-12-06","6d153887","9e161b58","n"
"3080296","8351358489998233962-1712061858-2","N","p","07","RB","58762","RB58762",,"8002783","19:01:00","19:03:00","19:01:00","19:03:00","1","1","2017-12-06","d1f0cccb","ea5ab808","n"
"3080297","-3103991143653014967-1712061855-3","N","p","07","RB","58767","RB58767",,"8002783","19:07:00","19:08:00","19:08:00","19:09:00","1","1","2017-12-06","97722794","ea5ab808","n"
"3080298","2466897665689319279-1712061931-2","N","p","07","RB","58766","RB58766",,"8002783","19:34:00","19:35:00","19:34:00","19:35:00","1","1","2017-12-06","d1f0cccb","ea5ab808","n"
"3080299","-7858012262247945339-1712061930-3","N","p","07","RB","58769","RB58769",,"8002783","19:41:00","19:42:00","19:42:00","19:43:00","1","1","2017-12-06","6d153887","ea5ab808","n"
"3080300","-842198647034206020-1712061845-6","N","p","03","RE","10456","RE10456","4","8002784","19:24:00","19:27:00","19:25:00","19:27:00","2","2","2017-12-06","e43b7194","6ef685f4","n"
"3080301","8579984265513234299-1712061837-12","N","p","03","RB","10388","RB10388","33","8002784","19:22:00","19:23:00","19:22:00","19:24:00","1","1","2017-12-06","f71bf3f9","6ef685f4","n"
"3080302","-1560493938448069038-1712061835-16","N","p","03","RB","10391","RB10391","33","8002784","19:32:00","20:06:00","19:33:00","20:07:00","2","2","2017-12-06","d10e8163","49a3d531","n"
"3080303","-8039996057077172926-1712061853-25","S","p","06","S","7751","S7751","1","8002785","19:58:00","20:01:00",NULL,NULL,"3","3","2017-12-06","2f9ead95","bdb9c86e","n"
"3080304","962115085176406263-1712061801-9","N","p","06","RE","19092","RE19092",,"8002785","19:11:00","19:11:00","19:12:00","19:12:00","1","1","2017-12-06","b3d546f9","bdb9c86e","n"
"3080305","-7751714741476113312-1712061948-1","N","p","800622","RB","22954","RB22954",,"8002785",NULL,NULL,"19:48:00","19:48:00","102","102","2017-12-06","16cb850e","bdb9c86e","n"
"3080306","5040130609172112245-1712061823-25","S","p","06","S","7749","S7749","1","8002785","19:28:00","19:28:00",NULL,NULL,"3","3","2017-12-06","2f9ead95","bdb9c86e","n"
"3080307","-8863002743467021444-1712061805-21","N","p","800622","RB","22947","RB22947",,"8002785","19:11:00","19:12:00",NULL,NULL,"102","102","2017-12-06","df33e226","bdb9c86e","n"
"3080308","7908704168291255642-1712061919-1","N","p","06","RB","19381","RB19381",,"8002785",NULL,NULL,"19:19:00","19:19:00","101","101","2017-12-06","6c3ceef1","bdb9c86e","n"
"3080309","-3721119402536143558-1712061918-3","N","p","06","RE","19043","RE19043",,"8002785","19:48:00","19:49:00","19:50:00","19:50:00","4","4","2017-12-06","000ec240","bdb9c86e","n"
"3080310","8994840585207077464-1712061918-1","N","p","800622","RB","22130","RB22130",,"8002785",NULL,NULL,"19:18:00","19:18:00","102","102","2017-12-06","9d19fdfe","bdb9c86e","n"
"3080311","-5612682259919970570-1712061946-1","S","p","06","S","7162","S7162","1","8002785",NULL,NULL,"19:46:00","19:46:00","2","2","2017-12-06","32392e4e","bdb9c86e","n"
"3080312","7642481415690626941-1712061821-29","S","p","06","S","7157","S7157","1","8002785","19:43:00","19:46:00",NULL,NULL,"3","3","2017-12-06","4f43ddee","bdb9c86e","n"
"3080313","-8756475735653681095-1712061751-29","S","p","06","S","7155","S7155","1","8002785","19:13:00","19:13:00",NULL,NULL,"3","3","2017-12-06","4f43ddee","bdb9c86e","n"
"3080314","8007759536862715717-1712061916-1","S","p","06","S","7160","S7160","1","8002785",NULL,NULL,"19:16:00","19:16:00","2","2","2017-12-06","32392e4e","bdb9c86e","n"
"3080315","-5296080754604663712-1712061830-24","N","p","800622","RB","22991","RB22991",,"8002785","19:41:00","19:41:00",NULL,NULL,"102","102","2017-12-06","c67af7eb","bdb9c86e","n"
"3080316","-2350928425021650567-1712061819-12","N","p","06","RE","19592","RE19592",,"8002785","19:11:00","19:11:00","19:12:00","19:12:00","1","1","2017-12-06","2910f13c","bdb9c86e","n"
"3080317","-8914456538418527203-1712061905-9","N","p","800622","RB","22380","RB22380",,"8002789","19:43:00","19:43:00","19:44:00","19:44:00","2","2","2017-12-06","6b21218b","087ad816","n"
"3080318","-3498208957117476587-1712061844-7","N","p","800622","RB","22385","RB22385",,"8002789","19:12:00","19:13:00","19:12:00","19:14:00","3","3","2017-12-06","5b615a40","087ad816","n"
"3080319","2898107030848129911-1712061804-32","S","p","07","S","6892","S6892","8","8002792","19:35:00","19:35:00",NULL,NULL,"2","2","2017-12-06","f1dbc63b","21314e02","n"
"3080320","7638475044771089125-1712061744-32","S","p","07","S","6890","S6890","8","8002792","19:15:00","19:15:00",NULL,NULL,"1","1","2017-12-06","f1dbc63b","21314e02","n"
"3080321","8736218006208894715-1712061905-1","S","p","07","S","8803","S8803","8","8002792",NULL,NULL,"19:05:00","19:05:00","1","1","2017-12-06","f69a0e6f","21314e02","n"
"3080322","7879615155104734209-1712061824-32","S","p","07","S","6894","S6894","8","8002792","19:55:00","19:55:00",NULL,NULL,"1","1","2017-12-06","f1dbc63b","21314e02","n"
"3080323","-7271939302869321422-1712061925-1","S","p","07","S","8805","S8805","8","8002792",NULL,NULL,"19:25:00","19:25:00","1","1","2017-12-06","f69a0e6f","21314e02","n"
"3080324","8318035895758602475-1712061803-28","S","p","07","S","39193","S39193","1","8002793","19:25:00","19:25:00",NULL,NULL,"1","1","2017-12-06","dee3e077","e91b4765","n"
"3080325","-6426015638513013635-1712061903-4","S","p","07","S","39198","S39198","1","8002793","19:12:00","19:13:00","19:13:00","19:14:00","1","1","2017-12-06","7ab02101","e91b4765","n"
"3080326","-5982053954996151451-1712061811-33","S","p","07","S","39195","S39195","1","8002793","19:45:00","19:51:00","19:45:00","19:51:00","2","2","2017-12-06","edbd4083","e91b4765","n"
"3080327","-1651025192446332453-1712061933-1","S","p","07","S","39200","S39200","1","8002793",NULL,NULL,"19:33:00","19:33:00","1","1","2017-12-06","293d0318","e91b4765","n"
"3080329","7882178116014464183-1712061938-2","N","p","07","RE","3573","RE3573",,"8002794","19:52:00","19:53:00","19:58:00","19:58:00","2","2","2017-12-06","06dafffa","a330f908","n"
"3080331","8956928300774595558-1712061938-2","N","p","07","RE","3415","RE3415",,"8002794","19:52:00","19:54:00","19:54:00","19:56:00","2","2","2017-12-06","d4f49432","a330f908","n"
"3080332","7975604824101385082-1712061901-6","N","p","07","RB","58530","RB58530",,"8002794","19:20:00","19:24:00","19:21:00","19:24:00","3","3","2017-12-06","4dfcf26f","a330f908","n"
"3080333","-2978268100730688032-1712061908-7","N","p","07","RE","3568","RE3568",,"8002794","19:58:00","20:03:00","19:59:00","20:04:00","1","1","2017-12-06","43d04716","a330f908","n"
"3080334","5322100280932424291-1712061905-2","N","p","07","RE","3787","RE3787",,"8002794","19:19:00","19:21:00","19:20:00","19:22:00","2","2","2017-12-06","6dc4037e","a330f908","n"
"3080335","-4309603506869284621-1712061938-2","N","p","07","RE","3033","RE3033",,"8002794","19:52:00","19:53:00","19:58:00","19:58:00","2","2","2017-12-06","fe2caba0","a330f908","n"
"3080336","5708925684570129556-1712061908-10","N","p","07","RB","58529","RB58529",,"8002794","19:38:00","19:41:00","19:39:00","19:41:00","2","2","2017-12-06","eb671be8","a330f908","n"
"3080337","5247869174247936390-1712061938-2","N","p","07","RE","3435","RE3435",,"8002794","19:52:00","19:54:00","19:54:00","19:56:00","2","2","2017-12-06","455a3d86","a330f908","n"
"3080338","-7296696268106597336-1712061855-10","N","p","07","RE","3028","RE3028",,"8002794","19:58:00","20:03:00","19:59:00","20:04:00","1","1","2017-12-06","6f5ed42b","a330f908","n"
"3080339","5973373787923242866-1712061917-4","N","p","06","RB","17385","RB17385",,"8002797","19:27:00","19:28:00","19:27:00","19:27:00","1","1","2017-12-06","6037cd4e","d9ffbc17","n"
"3080340","3955599988000345757-1712061904-15","N","p","06","RB","17380","RB17380",,"8002797","19:55:00","19:55:00","19:55:00","19:55:00","2","2","2017-12-06","a28a6914","d9ffbc17","n"
"3080341","-3573015108765927859-1712061947-4","N","p","06","RB","17387","RB17387",,"8002797","19:57:00","19:58:00","19:58:00","19:59:00","1","1","2017-12-06","d028d212","d9ffbc17","n"
"3080342","1058327381859879239-1712061901-10","N","p","06","RB","13655","RB13655","46","8002798","19:38:00","19:39:00","19:38:00","19:40:00",,,"2017-12-06","a0cb4942","3b0681f6","n"
"3080343","-5210667102609275015-1712061902-7","N","p","06","RB","13654","RB13654","46","8002798","19:20:00","19:22:00","19:21:00","19:22:00",,,"2017-12-06","fdab767b","3b0681f6","n"
"3080344","4698254190371678714-1712061905-3","N","p","06","RB","13853","RB13853","45","8002798","19:13:00","19:13:00","19:13:00","19:13:00",,,"2017-12-06","0042bd5a","3b0681f6","n"
"3080345","-1981537429209582440-1712061905-10","N","p","06","RB","13850","RB13850","45","8002798","19:44:00","19:44:00","19:44:00","19:45:00",,,"2017-12-06","bc17e167","3b0681f6","n"
"3080346","5073992785829759862-1712061803-9","N","p","02","RB","34787","RB34787","46","8002800","19:18:00","19:19:00","19:18:00","19:19:00","1","1","2017-12-06","4e04a030","cdf629f7","n"
"3080347","-8287988197498112928-1712061934-2","N","p","02","RB","34792","RB34792","46","8002800","19:36:00","19:36:00","19:36:00","19:37:00","1","1","2017-12-06","f7bcfcee","cdf629f7","n"
"3080348","-5225848465440027103-1712061817-7","D","p","R2","ERB","74430","ERB74430",,"8002801","19:15:00","19:25:00","19:16:00","19:25:00","2","2","2017-12-06","dbf4ae2c","a42f2167","n"
"3080349","2822517949170913144-1712061805-16","D","p","R2","ERB","74435","ERB74435",,"8002801","19:45:00","19:46:00","19:46:00","19:47:00","2","2","2017-12-06","b300b540","a42f2167","n"
"3080350","5827881494437132361-1712061829-14","N","p","05","RB","23230","RB23230","42","8002802","19:40:00","19:43:00","19:40:00","19:43:00",,,"2017-12-06","d2590159","74c12d05","n"
"3080351","5579794784977526009-1712061743-14","N","p","05","RB","23228","RB23228","42","8002802","19:04:00","19:06:00","19:04:00","19:06:00",,,"2017-12-06","7d426090","74c12d05","n"
"3080352","6587570233635857788-1712061902-4","N","p","03","RB","30533","RB30533","20","8002804","19:08:00","19:09:00","19:09:00","19:10:00",,,"2017-12-06","5cd6cd59","dad88e46","n"
"3080353","-4297777886993281960-1712061912-9","N","p","03","RB","30033","RB30033","20","8002804","19:38:00","19:38:00","19:39:00","19:39:00",,,"2017-12-06","aada6ca5","dad88e46","n"
"3080354","4510496486935889607-1712061833-15","N","p","03","RB","30080","RB30080","20","8002804","19:22:00","19:22:00","19:22:00","19:22:00",,,"2017-12-06","dcf99ad0","dad88e46","n"
"3080355","-6907896041561336646-1712061902-4","N","p","03","RB","30583","RB30583","20","8002804","19:08:00","19:09:00","19:09:00","19:10:00",,,"2017-12-06","a8801db0","dad88e46","n"
"3080356","-4060760898343347549-1712061903-15","N","p","03","RB","30578","RB30578","20","8002804","19:52:00","19:52:00","19:52:00","19:52:00",,,"2017-12-06","216c03f9","dad88e46","n"
"3080357","-5421570917257453132-1712061856-4","N","p","03","RE","20329","RE20329","18","8002806","19:10:00","19:10:00",NULL,NULL,"3","3","2017-12-06","26949011","64d286c0","n"
"3080358","6587570233635857788-1712061902-5","N","p","03","RB","30533","RB30533","20","8002806","19:13:00","19:14:00","19:14:00","19:15:00","1","1","2017-12-06","5cd6cd59","64d286c0","n"
"3080359","-4297777886993281960-1712061912-10","N","p","03","RB","30033","RB30033","20","8002806","19:43:00","19:43:00","19:44:00","19:44:00","3","1","2017-12-06","aada6ca5","64d286c0","n"
"3080360","7370762348908985620-1712061735-23","N","p","03","RB","10389","RB10389","33","8002806","19:06:00","19:18:00","19:07:00","19:19:00","2","2","2017-12-06","d10e8163","64d286c0","n"
"3080361","198242542768317559-1712061346-21","F","p","80","IC","2223","IC2223",,"8002806","19:37:00","19:53:00","19:39:00","19:54:00","2","2","2017-12-06","dde6b7a0","64d286c0","n"
"3080362","-842198647034206020-1712061845-13","N","p","03","RE","10456","RE10456","4","8002806","19:54:00","20:02:00","19:55:00","20:03:00","2","2","2017-12-06","e43b7194","64d286c0","n"
"3080363","1693064557891785520-1712061937-5","N","p","03","RB","10690","RB10690","33","8002806","19:51:00","19:57:00","19:52:00","19:58:00","1","1","2017-12-06","88d4dac1","64d286c0","n"
"3080364","4510496486935889607-1712061833-14","N","p","03","RB","30080","RB30080","20","8002806","19:19:00","19:19:00","19:19:00","19:19:00","1","1","2017-12-06","dcf99ad0","64d286c0","n"
"3080365","-6907896041561336646-1712061902-5","N","p","03","RB","30583","RB30583","20","8002806","19:13:00","19:14:00","19:14:00","19:15:00","1","1","2017-12-06","a8801db0","64d286c0","n"
"3080366","-2965590239715170633-1712061832-11","N","p","03","RB","10689","RB10689","33","8002806","19:06:00","19:18:00","19:07:00","19:19:00","2","2","2017-12-06","08bb025d","64d286c0","n"
"3080367","757708670598042572-1712061922-1","N","p","03","RE","20328","RE20328","18","8002806",NULL,NULL,"19:22:00","19:22:00","3","3","2017-12-06","bdb80056","64d286c0","n"
"3080368","5988131763315194813-1712061709-19","N","p","03","RE","10428","RE10428","4","8002806","19:28:00","19:40:00","19:29:00","19:42:00","2","2","2017-12-06","65f2fd84","64d286c0","n"
"3080369","-4060760898343347549-1712061903-14","N","p","03","RB","30578","RB30578","20","8002806","19:49:00","19:49:00","19:49:00","19:49:00","1","1","2017-12-06","216c03f9","64d286c0","n"
"3080370","3004035681556903400-1712061937-5","N","p","03","RB","10390","RB10390","33","8002806","19:51:00","19:57:00","19:52:00","19:58:00","1","1","2017-12-06","f71bf3f9","64d286c0","n"
"3080371","4480535121516935988-1712061913-4","N","p","03","RE","10435","RE10435","4","8002806","19:26:00","19:27:00","19:27:00","19:28:00","1","1","2017-12-06","232ec4ef","64d286c0","n"
"3080372","-8002064693776852068-1712061757-43","S","p","A6S8","S","85522","S85522","8","8002808","19:39:00","19:44:00","19:42:00","19:44:00",,,"2017-12-06","cf700798","40ebe8dc","n"
"3080373","-7545561394284449907-1712061810-16","S","p","A6S8","S","85531","S85531","8","8002808","19:17:00","19:17:00","19:18:00","19:22:00",,,"2017-12-06","82e24160","40ebe8dc","n"
"3080374","986766846971434882-1712061835-10","D","p","N2","NWB","75598","NWB75598","RB75","8002810","19:17:00","19:32:00","19:17:00","19:32:00","1","1","2017-12-06","829cc7a6","f2496c84","n"
"3080375","-6662949965773763159-1712061859-10","D","p","N2","NWB","75627","NWB75627","RB75","8002810","19:31:00","19:45:00","19:32:00","19:45:00","1","1","2017-12-06","443f45bf","f2496c84","n"
"3080376","-8505715160861135257-1712061832-7","D","p","N1","NWB","82981","NWB82981","RB77","8002812","19:17:00","19:17:00","19:18:00","19:18:00","1","1","2017-12-06","a6aa1c08","fc72135d","n"
"3080377","5026486818045343570-1712061834-9","D","p","N1","NWB","82978","NWB82978","RB77","8002812","19:37:00","19:37:00","19:37:00","19:37:00","1","1","2017-12-06","ef5f76c9","fc72135d","n"
"3080378","5571475996670119940-1712061824-10","D","p","R4","VIA","25177","VIA25177","RB82","8002813","19:25:00","19:25:00","19:25:00","19:26:00",,,"2017-12-06","9dd7a60b","d2a4e439","n"
"3080379","-5417230017752090381-1712061839-12","D","p","R4","VIA","25174","VIA25174","RB82","8002813","19:31:00","19:31:00","19:32:00","19:32:00",,,"2017-12-06","cfd006f7","d2a4e439","n"
"3080380","3665172421452172632-1712061916-3","N","p","K4RB","RB","24934","RB24934","52","8002814","19:25:00","19:25:00","19:26:00","19:26:00",,,"2017-12-06","40b470ea","1555b6df","n"
"3080381","-5977772712600418099-1712061920-8","N","p","K4RB","RB","24937","RB24937","52","8002814","19:51:00","19:51:00","19:52:00","19:52:00",,,"2017-12-06","5d031655","1555b6df","n"
"3080382","5571475996670119940-1712061824-18","D","p","R4","VIA","25177","VIA25177","RB82","8002815","19:57:00","19:58:00","19:58:00","19:59:00",,,"2017-12-06","9dd7a60b","9527ef45","n"
"3080383","6587570233635857788-1712061902-3","N","p","03","RB","30533","RB30533","20","8002816","19:06:00","19:07:00","19:06:00","19:07:00",,,"2017-12-06","5cd6cd59","967a95fd","n"
"3080384","-4297777886993281960-1712061912-8","N","p","03","RB","30033","RB30033","20","8002816","19:36:00","19:36:00","19:36:00","19:36:00",,,"2017-12-06","aada6ca5","967a95fd","n"
"3080385","4510496486935889607-1712061833-16","N","p","03","RB","30080","RB30080","20","8002816","19:24:00","19:24:00","19:24:00","19:24:00",,,"2017-12-06","dcf99ad0","967a95fd","n"
"3080386","-6907896041561336646-1712061902-3","N","p","03","RB","30583","RB30583","20","8002816","19:06:00","19:07:00","19:06:00","19:07:00",,,"2017-12-06","a8801db0","967a95fd","n"
"3080387","-4060760898343347549-1712061903-16","N","p","03","RB","30578","RB30578","20","8002816","19:53:00","19:53:00","19:54:00","19:54:00",,,"2017-12-06","216c03f9","967a95fd","n"
"3080388","7481344415992062247-1712061908-4","N","p","05","RB","12174","RB12174","82","8002817","19:21:00","19:21:00","19:21:00","19:22:00","2","2","2017-12-06","cf90ca7f","e350e763","n"
"3080389","2899921791322473257-1712061900-8","N","p","05","RB","12147","RB12147","81","8002817","19:23:00","19:23:00","19:23:00","19:24:00","1","1","2017-12-06","76619a01","e350e763","n"
"3080390","2694855335993546817-1712061825-24","N","p","05","RB","12124","RB12124","81","8002817","19:55:00","19:55:00","19:55:00","19:56:00","2","2","2017-12-06","81846a99","e350e763","n"
"3080391","-3975217605151214316-1712061825-22","N","p","05","RB","12177","RB12177","82","8002817","19:38:00","19:40:00","19:39:00","19:40:00","1","1","2017-12-06","9ce8575d","e350e763","n"
"3080392","-8078285854885719047-1712061903-5",NULL,"p","M8","M","79546","M79546",,"8002820","19:17:00","19:17:00","19:18:00","19:18:00","2","2","2017-12-06","07e2ef05","426f5066","n"
"3080393","-7205319669607571225-1712061838-15",NULL,"p","M8","M","79549","M79549",,"8002820","19:36:00","19:36:00","19:36:00","19:36:00","2","2","2017-12-06","911944e7","426f5066","n"
"3080394","3487938141162198784-1712061940-5",NULL,"p","M8","M","79548","M79548",,"8002820","19:56:00","19:56:00","19:56:00","19:57:00","2","2","2017-12-06","07e2ef05","426f5066","n"
"3080395","-1069239163078578200-1712061835-7",NULL,"p","M8","M","79547","M79547",,"8002820","19:08:00","19:08:00","19:09:00","19:09:00","2","2","2017-12-06","fadb38c9","426f5066","n"
"3080396","-8078285854885719047-1712061903-7",NULL,"p","M8","M","79546","M79546",,"8002821","19:21:00","19:21:00","19:22:00","19:22:00","1","1","2017-12-06","07e2ef05","b4fd362d","n"
"3080397","-7878698123993546237-1712061840-7",NULL,"p","M8","M","79544","M79544",,"8002821","19:00:00","18:59:00","19:00:00","19:00:00","1","1","2017-12-06","07e2ef05","b4fd362d","n"
"3080398","-7205319669607571225-1712061838-13",NULL,"p","M8","M","79549","M79549",,"8002821","19:32:00","19:32:00","19:32:00","19:32:00","1","1","2017-12-06","911944e7","b4fd362d","n"
"3080399","-1069239163078578200-1712061835-5",NULL,"p","M8","M","79547","M79547",,"8002821","19:05:00","19:05:00","19:05:00","19:05:00","1","1","2017-12-06","fadb38c9","b4fd362d","n"
"3080400","-8808010655981492425-1712061919-4","S","p","05","S","35264","S35264","2","8002822","19:26:00","19:26:00","19:26:00","19:27:00","2","2","2017-12-06","6dd149d2","06393ff3","n"
"3080401","-7932855582179881340-1712061833-24","S","p","05","S","35263","S35263","2","8002822","19:33:00","19:37:00","19:34:00","19:38:00","1","1","2017-12-06","ecc69d32","06393ff3","n"
"3080402","-4692456718790024941-1712061803-24","S","p","05","S","35261","S35261","2","8002822","19:03:00","19:09:00","19:04:00","19:09:00","1","1","2017-12-06","ecc69d32","06393ff3","n"
"3080403","7937256082916019241-1712061949-4","S","p","05","S","35266","S35266","2","8002822","19:56:00","19:56:00","19:56:00","19:56:00","2","2","2017-12-06","6dd149d2","06393ff3","n"
"3080404","7965578951050724023-1712061818-24","S","p","05","S","36253","S36253","2","8002822","19:18:00","19:27:00","19:19:00","19:28:00","1","1","2017-12-06","ecc69d32","06393ff3","n"
"3080405","2330803596156432136-1712061717-14","D","p","R2","ERB","74428","ERB74428",,"8002824","19:04:00","19:05:00","19:05:00","19:06:00","1","1","2017-12-06","dbf4ae2c","63d7bbd1","n"
"3080406","913439479735877151-1712061757-17","D","p","W3","WFB","90511","WFB90511","RB61","8002824","19:21:00","19:21:00","19:21:00","19:21:00","1","1","2017-12-06","1d5c5d82","63d7bbd1","n"
"3080407","-3352246752881647934-1712061905-9","D","p","R2","ERB","74437","ERB74437",,"8002824","19:53:00","19:56:00","19:54:00","19:57:00","1","1","2017-12-06","b300b540","63d7bbd1","n"
"3080408","3716905941962011439-1712061909-4","D","p","W3","WFB","90512","WFB90512","RB61","8002824","19:37:00","19:38:00","19:37:00","19:40:00","1","1","2017-12-06","275a0f02","63d7bbd1","n"
"3080409","-8059498222569454363-1712061829-10","N","p","K4RB","RB","61831","RB61831","93","8002826","19:25:00","19:25:00","19:29:00","19:29:00","1","1","2017-12-06","ff9d6b48","9f664928","n"
"3080410","8242369252458311077-1712061834-18","N","p","K4RB","RB","61828","RB61828","93","8002826","19:29:00","19:36:00","19:29:00","19:36:00","2","2","2017-12-06","0861a0e4","9f664928","n"
"3080411","6502039500581355398-1712061733-37","S","p","03","S","31114","S31114","1","8002828","19:20:00","19:21:00","19:20:00","19:22:00","1","1","2017-12-06","45aeb500","a400c2a2","n"
"3080412","-3916697969844785219-1712061943-3","S","p","03","S","31131","S31131","1","8002828","19:48:00","19:49:00","19:49:00","19:50:00","2","2","2017-12-06","4e627381","a400c2a2","n"
"3080413","7581789566792556568-1712061713-37","S","p","03","S","31110","S31110","1","8002828","19:00:00","19:05:00","19:00:00","19:06:00","1","1","2017-12-06","45aeb500","a400c2a2","n"
"3080414","-3962947298210271778-1712061913-3","S","p","03","S","31129","S31129","1","8002828","19:18:00","19:21:00","19:19:00","19:22:00","2","2","2017-12-06","4e627381","a400c2a2","n"
"3080415","-4070946646814993183-1712061753-37","S","p","03","S","31116","S31116","1","8002828","19:40:00","19:43:00","19:40:00","19:44:00","1","1","2017-12-06","45aeb500","a400c2a2","n"
"3080416","-8184404848646588547-1712061934-2","D","p","N1","NWB","82923","NWB82923","RB79","8002830","19:37:00","19:37:00","19:38:00","19:38:00","1","1","2017-12-06","6a34b612","6b832064","n"
"3080417","4961379719230993157-1712061848-4","D","p","X2","erx","83481","erx83481","RE10","8002830","19:17:00","19:23:00","19:17:00","19:23:00","1","1","2017-12-06","e46fa3c3","6b832064","n"
"3080418","-3131153113479237951-1712061848-6","D","p","X2","erx","83480","erx83480","RE10","8002830","19:38:00","19:38:00","19:39:00","19:39:00","2","2","2017-12-06","01d15ed1","6b832064","n"
"3080419","-3143198884911853881-1712061902-6","D","p","N1","NWB","82924","NWB82924","RB79","8002830","19:22:00","19:22:00","19:23:00","19:23:00","2","2","2017-12-06","f4847b3c","6b832064","n"
"3080420","-8059498222569454363-1712061829-12","N","p","K4RB","RB","61831","RB61831","93","8002835","19:34:00","19:34:00","19:34:00","19:34:00","1","1","2017-12-06","ff9d6b48","1e5bdfe7","n"
"3080421","8242369252458311077-1712061834-16","N","p","K4RB","RB","61828","RB61828","93","8002835","19:22:00","19:29:00","19:22:00","19:29:00","1","1","2017-12-06","0861a0e4","1e5bdfe7","n"
"3080422","-8179118716256135481-1712061843-21","S","p","A6S81","S","85096","S85096","81","8002837","19:35:00","19:35:00","19:35:00","19:35:00",,,"2017-12-06","985bbb6c","0a03698a","n"
"3080423","-8002064693776852068-1712061757-31","S","p","A6S8","S","85522","S85522","8","8002837","19:05:00","19:10:00","19:05:00","19:11:00",,,"2017-12-06","cf700798","0a03698a","n"
"3080424","-7545561394284449907-1712061810-28","S","p","A6S8","S","85531","S85531","8","8002837","19:53:00","19:55:00","19:53:00","19:56:00",,,"2017-12-06","82e24160","0a03698a","n"
"3080425","-53171831160708862-1712061902-4","N","p","07","RB","58961","RB58961",,"8002838","19:17:00","19:18:00",NULL,NULL,"2","2","2017-12-06","851f21d7","46826f33","n"
"3080426","6429436521317068272-1712061935-1","N","p","07","RB","58962","RB58962",,"8002838",NULL,NULL,"19:35:00","19:35:00","2","2","2017-12-06","85053a04","46826f33","n"
"3080427","986766846971434882-1712061835-6","D","p","N2","NWB","75598","NWB75598","RB75","8002839","19:01:00","19:17:00","19:02:00","19:16:00","1","1","2017-12-06","829cc7a6","6b4f2ae8","n"
"3080428","-6662949965773763159-1712061859-14","D","p","N2","NWB","75627","NWB75627","RB75","8002839","19:48:00","20:01:00","19:48:00","20:03:00","1","1","2017-12-06","443f45bf","6b4f2ae8","n"
"3080429","-1220189080016889519-1712061821-17","D","p","R2","ERB","90032","ERB90032","89","8002841","19:40:00","19:41:00","19:41:00","19:44:00","2","2","2017-12-06","fcd9aaa8","a2a1d94c","n"
"3080430","-4728740521952313630-1712061910-2","D","p","R2","ERB","90115","ERB90115","89","8002841","19:14:00","19:22:00","19:15:00","19:23:00","1","1","2017-12-06","08ca466b","a2a1d94c","n"
"3080431","816221543435404257-1712061908-5","N","p","NXRE","RE","32553","RE32553","7","8002841","19:39:00","19:39:00","19:40:00","19:40:00","1","1","2017-12-06","007d4458","3e760ab8","c"
"3080432","8521703144315962484-1712061635-21","N","p","NXRE","RE","32546","RE32546","7","8002841","19:15:00","19:15:00","19:16:00","19:16:00","2","2","2017-12-06","378b1b11","eb2e2f82","n"
"3080433","-5500905107322741307-1712061751-17","D","p","R2","ERB","90080","ERB90080","89","8002841","19:10:00","19:12:00","19:11:00","19:15:00","2","2","2017-12-06","fcd9aaa8","a2a1d94c","n"
